,src_english,trg_french
25102,A little boy with a soccer ball flying.,Un petit garçon avec un ballon de football dans les airs.
25103,"A young lady at a gymnastic event in the middle of her performance, wearing a blue and white outfit while teammates look on.","Une jeune femme vêtue d'une tenue bleue et blanche lors d'un concours de gymnastique au milieu de sa performance, tandis que ses coéquipières regardent."
25104,A man practices with a three section staff in front of a red curtain.,Un homme s'entraîne avec un nunchaku devant un rideau rouge.
25105,"A man dressed in a light blue shirt dumping items from a bin into another bin, while standing in a room full of food donations.","Un homme vêtu d'un T-shirt bleu clair versant des articles d'une poubelle à une autre, debout dans une pièce remplie de dons alimentaires."
25106,Children are walking along a dirt path.,Des enfants marchent le long d'un chemin de terre.
25107,Two postal workers are smiling while holding bins of canned goods.,Deux employés postaux sourient tout en tenant des bacs de conserves.
25108,A young child playing in a Lexmark box and using it as a fort.,Un jeune enfant jouant dans un carton Lexmark et l'utilisant comme un fort.
25109,A ballet dancer in a blue leotard doing a back-bend with her left hand extended.,Une danseuse de ballet en justaucorps bleu faisant une souplesse arrière avec sa main gauche tendue.
25110,"Little boy in orange shirt, holding flip-flops has his hand on his head.",Un petit garçon en T-shirt orange tenant des tongs a la main sur la tête.
25111,A man in a gray shirt playing a whistle.,Un homme en T-shirt gris jouant du sifflet.
25112,A nurse is listening to another women's heartbeat with a stethoscope.,Une infirmière écoute le rythme cardiaque d'une autre femme avec un stéthoscope.
25113,A woman with brown hair is doing a science experiment while wearing goggles and a blue shirt.,Une femme aux cheveux bruns fait une expérience scientifique tout en portant des lunettes et un T-shirt bleu.
25114,A little kid in a blue coat watching ducks swim.,Un petit enfant en manteau bleu regardant des canards nager.
25115,A man in a wetsuit is surfing on a white surfboard.,Un homme en combinaison surfe sur une planche blanche.
25116,Dog jumping in the snow near a tree.,Un chien sautant dans la neige près d'un arbre.
25117,Four boys are shown in a house playing and all wear t-shirts.,On voit quatre garçons tous vêtus de T-shirts jouer dans une maison.
25118,Two men in hard hats sawing a plank of wood.,Deux hommes avec des casques sciant une planche en bois.
25119,Three men are sitting on a boat looking up at the sky.,"Trois hommes sont assis sur un bateau, regardant vers le ciel."
25120,A nun hands a man a napkin.,Une religieuse donne une serviette à un homme.
25121,"Four dancers dressed in white, flowing gowns perform their routine.",Quatre danseuses vêtues de robes blanches flottantes répètent leur chorégraphie.
25122,A ballerina in a red dress leaps into the air.,Une ballerine en robe rouge saute en l'air.
25123,A woman is handing dolls out of a large window to another woman outside on a ladder.,Une femme fait passer une poupée par une grande fenêtre à une autre femme à l'extérieur sur une échelle.
25124,"There are four soldiers, two are hurt and in wheelchairs.","Il y a quatre soldats, deux sont blessés et en fauteuils roulants."
25125,A man playing at a baseball game who has just hit the bat.,Un homme faisant un match de baseball vient de frapper avec la batte.
25126,People standing outside waiting for the graffiti covered train to pass.,"Des gens debout dehors, attendant que le train couvert de graffitis passe."
25127,Three women dress up as ninjas for a costume party.,Trois femmes déguisées en ninjas pour une fête costumée.
25128,A child in a white shirt clapping their hands.,Un enfant en T-shirt blanc tapant des mains.
25129,A man in a red sweater and blue cap is painting a picture.,Un homme en sweat rouge et casquette bleue peint un tableau.
25130,A Chinese man plays the drum in a band.,Un homme chinois joue du tambour dans un groupe.
25131,An Asian chef wearing white is cutting meat in a restaurant.,Un chef asiatique vêtu de blanc découpe de la viande dans un restaurant.
25132,Men in a kitchen preparing food.,Des hommes dans une cuisine préparant de la nourriture.
25133,A little girl in blue is watching a little boy in black swing at a disney princess pinata.,Une petite fille en bleu regarde un petit garçon en noir frapper lors d'une pinata avec des princesses Disney.
25134,A little girl with a face-painting swinging a stick at a pinata.,Une petite fille avec de la peinture sur le visage brandissant un bâton lors d'une pinata.
25135,An older man wearing a tan sweater is working on a painting.,Un vieil homme vêtu d'un pull beige travaille sur un tableau.
25136,A old man in a red jacket is holding up money.,Un vieil homme en veste rouge brandit un billet.
25137,A caucasian female is jumping and clicking her heels together in front of a crowd of African children.,Une femme blanche saute et claque des talons en même temps devant une foule d'enfants africains.
25138,A man and a little boy enjoy a dinner of vegetables.,Un homme et un petit garçon savourent un dîner composé de légumes.
25139,A teenager stuffs his mouth with something as he sits inside a home.,Un adolescent fourre quelque chose dans sa bouche tandis qu'il est assis à l'intérieur d'une maison.
25140,A man is playing the accordion.,Un homme joue de l'accordéon.
25141,A man with a scarf throws a stick javelin-style on an abandoned beach.,Un homme avec une écharpe lance un bâton en forme de javelot sur une plage déserte.
25142,A man in a hat and blazer performs on the street with his guitar and harmonica.,Un homme avec un chapeau et un blazer se produit dans la rue avec sa guitare et son harmonica.
25143,Two men bend over the hydraulic hoses of a John Deere farming device.,Deux hommes se penchent sur les flexibles hydrauliques d'une machine agricole John Deere.
25144,Two female street performers playfully interact using a ball as a prop.,Deux femmes artistes de rue s'amusent ensemble avec une balle comme accessoire.
25145,An Amish lady hangs up clothes to dry outside on a line.,Une femme amish met des vêtements à sécher dehors sur un fil à linge.
25146,Two young girls show prints of a line drawing of an animal.,Deux jeunes filles montrent des tirages d'un animal dessiné au trait.
25147,The little boy is wading through the pool with red arm floaties.,Le petit garçon patauge dans la piscine avec des brassards rouges.
25148,There are a group of people playing soccer next to a bunch of bicycles.,Il y a un groupe de personnes jouant au football à côté d'un tas de vélos.
25149,A man in a white hard hat pulls a sea probe that is hoisted over the side of the boat.,Un homme en casque blanc tire une sonde marine qui est hissée sur le flanc du bateau.
25150,Two little boys rowing through the brown murky water.,Deux petits garçons ramant dans une eau marron boueuse.
25151,A little boy jumps high above the swimming pool with a man in the background.,Un petit garçon saute haut au-dessus de la piscine avec un homme en arrière-plan.
25152,A boy is wearing a baseball mitt and holding a baseball.,Un garçon porte un gant de base-ball et tient une balle de base-ball.
25153,A group of people sit on a bench admiring a painting in an exhibit while others walk by.,"Un groupe de gens sont assis sur un banc, admirant une peinture dans une exposition tandis que d'autres passent."
25154,Crowd moves through building with large sculpture centered in picture.,Une foule se déplace dans un bâtiment avec une grande sculpture au centre de la photo.
25155,"A man with a backpack, wearing shorts and a t-shirt, walks through an art museum, looking upward.",Un homme avec un sac à dos portant un short et un T-shirt traverse un musée d'art en regardant en hauteur.
25156,A man and four teenage boys are raking a baseball diamond.,Un homme et quatre adolescents ratissent un terrain de base-ball.
25157,Student uses a camera to take a picture of a piece of art.,Un étudiant utilise un appareil photo pour prendre une photo d'une œuvre d'art.
25158,Students are carefully focused in one direction.,Des étudiants regardent attentivement dans une seule direction.
25159,"Indoors, a woman wearing a surgical mask, gown and gloves works on a reclining person.","En intérieur, une femme portant un masque chirurgical, une blouse et des gants s'occupe d'une personne allongée."
25160,A group of guys working as a group in a classroom.,Un groupe de gars travaillant en groupe dans une salle de classe.
25161,A man skateboards in a skate park while others skaters skate in the background.,Un homme fait du skateboard dans un skate park tandis que d'autres skateurs sont en arrière-plan.
25162,A man and a young toddler are playing outside in the grass.,Un homme et un tout-petit jouent dehors dans l'herbe.
25163,A truck with a crane and 3 workers on it is in front of a construction project that has a green covering.,Un camion avec une grue et trois ouvriers dessus est devant un chantier de construction recouvert d'une bâche verte.
25164,A young child throws a frisbee to the ground.,Un jeune enfant jette un frisbee par terre.
25165,Indian women learning from a man how to make fabric.,Un homme apprenant à des femmes indiennes comment fabriquer du tissu.
25166,A man is dressed as a movie character holding a gun in the lobby of a movie theater.,"Un homme est déguisé en personnage de cinéma, tenant une arme à feu dans le hall d'un cinéma."
25167,A police officer is putting a leash on a dog.,Un policier met une laisse à un chien.
25168,A police officer is riding a horse through the street.,Un policier est à cheval dans la rue.
25169,Many women trying out and looking at laptops in a Walmart.,De nombreuses femmes essayant et regardant des ordinateurs portables dans un magasin Walmart.
25170,A male tennis player prepares a left-handed forehand while playing on clay.,Un joueur de tennis prépare un coup droit main gauche tandis qu'il joue sur terre battue.
25171,The green hula hoop soars through the air as the young lady watches for its landing.,Le cerceau vert vole dans les airs tandis que la jeune fille surveille son atterrissage.
25172,The man in red stands behind the chains while looking across the water towards land.,L'homme en rouge est debout derrière les chaînes tout en regardant la terre de l'autre côté de l'eau.
25173,Nine men vigorously play rugby on an outdoor field.,Neuf hommes jouent vigoureusement au rugby sur un terrain extérieur.
25174,Two men are sword-fighting in front of a crowd.,Deux hommes se battent à l'épée devant une foule.
25175,Odd child with fake eye barrows and a cut on his lip holds out his right hand.,Un enfant étrange avec de faux sourcils et une coupure sur sa lèvre tend sa main droite.
25176,A guy sitting outside on top of a bucket playing a banjo.,"Un gars assis dehors sur un seau, jouant du banjo."
25177,A tennis player getting ready to hit the ball while standing on a bright orange court.,Un joueur de tennis s'apprête à frapper la balle sur un court orange vif.
25178,Two females dressed in pink are sitting on swings that are part of a suspended wooden square contraption.,Deux femmes vêtues de rose sont assises sur des balançoires qui font partie d'une structure suspendue carré en bois.
25179,"Two children are looking through a telescope on a city street, and the boy is using a step ladder to see through the eyeglass.","Deux enfants regardent à travers un télescope dans une rue en ville, et le garçon utilise un escabeau pour voir à travers la lunette."
25180,A group of children in the water holding up a blond boy in red swim shorts.,"Un groupe d'enfants dans l'eau, tenant un garçon blond en maillot de bain rouge en l'air."
25181,A man is showing some boxes of perfume to a person inside of a car.,Un homme montre des boîtes de parfum à une personne à l'intérieur d'une voiture.
25182,Children are playing a game outside.,Des enfants jouent à un jeu dehors.
25183,Two female Army personnel are handling a lot of paperwork at one desk.,Deux employées de l'armée gèrent un grand nombre de documents administratifs à un bureau.
25184,A woman is doing inclined dumbbell presses at a gym.,Une femme allongée soulève des haltères dans une salle de sports.
25185,A woman in a black and white checkered shirt is coloring in a coloring book with a little blond girl.,Une femme en chemise à carreaux noire et blanche colorie dans un album de coloriage avec une petite fille blonde.
25186,Group of people by the ocean holding a net,"Un groupe de gens au bord de l'océan, tenant un filet"
25187,A group of men and women sit at a restaurant table with beer and food.,Un groupe d'hommes et de femmes sont assis à une table de restaurant avec de la bière et de la nourriture.
25188,A young female baseball player slides to home base but is caught by the umpire.,"Une jeune joueuse de baseball glisse sur sa base, mais est prise par l'arbitre."
25189,Two people are jumping on a bridge in the mountains.,Deux personnes sautent sur un pont en montagne.
25190,"The woman, in the blue shirt, is carrying a broom and a metal dustpan.","La femme, en T-shirt bleu, porte un balai et une pelle métallique."
25191,A little girl is walking by the beach in blue and red rain boots.,Une petite fille se promène sur la plage avec des bottes bleues et rouges.
25192,A blond little girl looks through a pair of green binoculars.,Une petite fille blonde regarde à travers une paire de jumelles vertes.
25193,A boy petting a dog in a yard with a garden in it.,Un garçon caressant un chien dans une cour avec un jardin.
25194,Brown-haired women presents birthday cake to blond-haired boy in front of crowd.,Une femme brune présente un gâteau d'anniversaire à un garçon blond devant une foule.
25195,A group of people of all ages gather in a pretty white kitchen for refreshments.,Un groupe de personnes de tous âges se rassemblent dans une jolie cuisine blanche pour prendre des rafraîchissements.
25196,"A young boy and a woman pose near a snowman as a dog lies on the flat, snow-covered ground.",Un jeune garçon et une femme posent près d'un bonhomme de neige tandis qu'un chien est couché sur le sol enneigé.
25197,A little boy in flannel pajama pants and an orange shirt is playing the guitar on the couch.,Un petit garçon avec un pantalon de pyjama en flanelle et un T-shirt orange joue de la guitare sur le canapé.
25198,A boy is being covered in sand at the beach.,Un garçon est recouvert de sable sur la plage.
25199,"A child wearing gray pants, green winter coat and black ski cap feeding geese in a lake.","Un enfant avec un pantalon gris, un manteau d'hiver vert et un bonnet de ski nourrissant des cygnes dans un lac."
25200,A man is painting a wall.,Un homme peint un mur.
25201,"A young boy is driving his pedal-powered, toy tractor outside as his friend jumps around in the background.",Un jeune garçon conduit son tracteur à pédales dehors tandis que son ami saute autour en arrière-plan.
25202,A child in a red snowsuit stands next to a snow pile.,Un enfant en combinaison rouge est debout à côté d'un tas de neige.
25203,"A boy and girl are standing together, and the girl is holding a volleyball.","Un garçon et une fille sont debout ensemble, et la fille tient un ballon de volley."
25204,A little girl and boy play tea with pretend dishes and dolls at a little table.,Une petite fille et un petit garçon jouent à prendre le thé avec de la fausse vaisselle et des poupées sur une petite table.
25205,Two young children dressed in winter clothes ride their toy sleds down a small hill.,Deux jeunes enfants avec des vêtements d'hiver font de la luge sur une petite pente.
25206,A construction worker in an orange vest stretches on the job.,Un ouvrier du bâtiment en gilet orange se penche sur son travail.
25207,A woman and a male child are engaged in a balloon fight as a man watches.,Une femme et un enfant sont engagés dans une bataille de ballons tandis qu'un homme regarde.
25208,A girl in a blue dress plays with a Chinese yo-yo.,Une fille en robe bleue joue avec un diabolo.
25209,Three young women in white and black dresses playing violins on a stage.,Trois jeunes femmes en robes noires et blanches jouant du violon sur une scène.
25210,A child uses a hand to erase part of an advertisement from a chalkboard.,Un enfant utilise sa main pour effacer une partie de ce qui est écrit sur une ardoise.
25211,"Two people, one wearing a blue shirt and another wearing a pink shirt, are rappelling down a building.","Deux personnes, l'une vêtue d'un T-shirt bleu et l'autre d'un T-shirt rose, descendent un bâtiment en rappel."
25212,"Two workers, working on a rooftop, looking over a town.","Deux ouvriers, travaillant sur un toit, en train de regarder une ville."
25213,A man holds a woman in a blue and white costume in the air.,Un homme tient une femme en costume bleu et blanc en l'air.
25214,A military group is marching in front of a McDonald's,Un groupe de militaires défilant devant un McDonald's
25215,An enthusiastic little girl showing her skills on the drums.,Une petite fille enthousiaste montrant ses talents à la batterie.
25216,A player on the beach is waiting to catch a ball.,Un joueur sur la plage attend pour attraper un ballon.
25217,A male photographer kneels while taking a picture with a Nikon camera in a parking lot.,Un photographe s'agenouille tandis qu'il prend une photo avec un appareil Nikon dans un parking.
25218,"Two women have a discussion in a mostly white, modernistic office.",Deux femmes ont une discussion dans un bureau moderne essentiellement blanc.
25219,"A large crowd of people, and at the side a gentleman having his picture taken by a photographer as he poses.","Une grande foule de personnes, et sur le côté un homme se faisant prendre en photo par un photographe tandis qu'il pose."
25220,A billboard for Comcast Digital Voice that references Madagascar 2.,Une affiche de Comcast Digital Voice qui fait référence à Madagascar 2.
25221,A child in red and blue floaties looking down at the water.,Un enfant avec des brassards rouges et bleus regardant en bas vers l'eau.
25222,An older man plying a guitar in a band.,Un homme âgé jouant de la guitare dans un groupe.
25223,A woman holds two baby girls whilst sitting cross legged on the grass.,Une femme tient deux petits bébés filles tandis qu'elle est assise jambes croisées sur l'herbe.
25224,A helmeted rock climber ascends a rock with trees behind.,Un alpiniste avec un casque gravit une paroi avec des arbres derrière.
25225,Several little girls dressed up in costume to entertain their friends and families.,Plusieurs petites filles déguisées en costumes pour divertir leurs familles et amis.
25226,A girl jumps rope in a parking lot.,Une fille saute à la corde sur un parking.
25227,A group of people standing in line outside the Hyatt Regency.,Un groupe de personnes debout en ligne devant le Hyatt Regency.
25228,A girl with blue highlights watches a dog leap to catch a frisbee.,Une fille avec des mèches bleues regarde un chien sauter pour attraper un frisbee.
25229,A little girl is jumping rope in a parking lot.,Une petite fille saute à la corde sur un parking.
25230,A woman is playing a keyboard while singing into a microphone.,Une femme joue du clavier tout en chantant dans un micro.
25231,Two construction workers are maneuvering a log onto or off of a flatbed on a heavily tree-lined road.,Deux ouvriers manœuvrent un tronc sur ou hors d'un plateau sur une route bordée d'arbres.
25232,A man in suspenders is dancing on a stage while a band plays behind him.,Un homme avec des bretelles danse sur une scène tandis qu'un groupe joue derrière lui.
25233,A man is standing on a mountaintop looking into the distance.,"Un homme est debout au sommet d'une montagne, regardant au loin."
25234,Children playing on the sidewalk surrounded by leaves.,Des enfants qui jouent sur le trottoir entouré de feuilles.
25235,A male hiker carries his gear up the snowy mountain.,Un randonneur gravit la montagne enneigée avec son équipement.
25236,A man skiing in the mountains,Un homme skiant dans les montagnes
25237,A man is standing on top of a mountain gazing at the sunset.,"Un homme est debout au sommet d'une montagne, contemplant le coucher du soleil."
25238,A child is observing a specimen in a microscope.,Un enfant observe un spécimen au microscope.
25239,A young girl in black is walking on a treadmill.,Une jeune fille en noir marche sur un tapis roulant.
25240,A group of people exercising on a green field.,Un groupe de personnes faisant de l'exercice sur une pelouse.
25241,Men and women practice yoga in a public park.,Des hommes et des femmes font du yoga dans un parc public.
25242,Two women wearing skirts dance on a stage.,Deux femmes en jupes dansent sur une scène.
25243,A man pointing to the audience area on stage while holding a microphone with banjos behind him.,Un homme sur scène montrant le public du doigt tout en tenant un micro avec un banjo derrière lui.
25244,Two women face each other in a dance.,Deux femmes se font face pendant une danse.
25245,A group of rollerskaters follow the lead of a man wearing blue pants and a red shirt on a wood paneled floor.,Un groupe de patineurs suivent l'exemple d'un homme vêtu d'un pantalon bleu et d'un T-shirt rouge sur un plancher en bois lambrissé.
25246,Two brown dogs are playing with a red ball.,Deux chiens marron jouent avec une balle rouge.
25247,A young man in a backwards baseball cap balances his skateboard on the edge of the concrete.,Un jeune homme portant une casquette à l'envers tient son skateboard en équilibre sur un rebord en béton.
25248,The young lady is standing after performing in a play.,La jeune femme est debout après avoir joué dans une pièce.
25249,A kite surfer and a kite flier prepare to launch their respective kites on a grassy slope.,Un kitesurfeur et une personne avec un cerf-volant s'apprêtent à faire décoller leurs cerfs-volants respectifs sur une colline.
25250,Kids playing on a playground with a man sitting on a bench reading a newspaper.,Des enfants jouant sur un terrain de jeu avec un homme assis sur un banc lisant un journal.
25251,Two women walking on a gray road.,Deux femmes marchant sur une route grise.
25252,A man wearing a suit and hat holds a wineglass.,Un homme vêtu d'un costume et d'un chapeau tient un verre de vin.
25253,A baseman is holding out his glove to catch a ball and tag his opponent out.,Un joueur de base ouvre son gant pour attraper une balle et retirer son adversaire.
25254,A cameraman is working at a sporting event.,Un caméraman travaille lors d'un événement sportif.
25255,A woman in a turquoise top talking to the conductor of a trolley near a foreign cafe.,Une femme en haut turquoise parlant au conducteur d'un tramway près d'un café étranger.
25256,A man in a blue shirt washes a window high off the ground.,Un homme en T-shirt bleu lave une fenêtre très au-dessus du sol.
25257,"A woman with green hair, a sexy outfit and black stiletto boots is standing in a pose behind a few black railings.","Une femme avec des cheveux verts, une tenue sexy et des bottes à talons aiguilles noires prend une pose derrière des barrières noires."
25258,Three people riding horses are in a race.,Trois personnes sur des chevaux lors d'une course.
25259,A large crowd of people raise their arms in an urban setting while photographers document the event.,Une grande foule de gens lèvent les bras dans un cadre urbain tandis que des photographes couvrent l'événement.
25260,A small child dancing in front a orchestra band.,Un petit enfant dansant devant un orchestre.
25261,Men and women eating near a storefront one man and a woman with a stroller taking to each other.,"Des hommes et des femmes mangeant près de la devanture d'un magasin, et un homme et une femme avec une poussette se parlent."
25262,A young child with blond-hair is staring into a camera picture.,Un jeune enfant blond regarde un appareil photo.
25263,A young woman with a feather in her hair is featured from among a crowd of people.,Une jeune femme avec une plume dans les cheveux figure parmi une foule de personnes.
25264,A cowboy on a horse at a rodeo.,Un cowboy sur un cheval lors d'un rodéo.
25265,Asian religious members wearing dark red garb are at an open air market conversing with patron of a vegetable stand.,"Des religieux asiatiques en costumes rouge foncé sur un marché de plein air, discutant avec le patron d'un stand de légumes."
25266,A little boy jumping in a large body of water.,Un petit garçon sautant dans une vaste étendue d'eau.
25267,A swimmer is swimming from one side of the pool to the other.,Un nageur nage d'un bord à l'autre de la piscine.
25268,Four men sit on a bench in a desert village.,Quatre hommes sont assis sur un banc dans un village désert.
25269,A woman in yellow works at an outdoor fruit stand while a customer in sunglasses stands near the stand.,Une femme en jaune travaille sur un stand de fruits dehors tandis qu'une cliente avec des lunettes de soleil est debout près du stand.
25270,"Graphics Designer, male (approximately 38 years old) drafting on design table in office.",Un designer graphique (d'environ 38 ans) rédigeant quelque chose sur une table de travail dans un bureau.
25271,A man in black and white garb and wearing a black hat and white gloves is sitting on an amp playing a tuba with flames coming out of the opening.,"Un homme avec un costume noir et blanc, un chapeau noir et des gants blancs est assis sur un ampli en jouant du tuba avec des flammes sortant du pavillon."
25272,Young lady during a performance of modern dance.,Une jeune fille lors d'un numéro de danse moderne.
25273,A child in a green shirt is looking at something that is out of the frame.,Un enfant en T-shirt vert regarde quelque chose qui est hors du cadre.
25274,"A girl, in a pink shirt, is enjoying a delicious treat of cotton candy.","Une fille, en T-shirt rose, savoure une délicieuse barbe à papa."
25275,A woman in a flowing green dress is dancing.,Une femme avec une robe verte flottante danse.
25276,A gentlemen is enjoying a afternoon of golf.,Un homme profite d'une après-midi de golf.
25277,A man dressed in black plays a long instrument with others in an orchestra.,Un homme habillé en noir joue d'un long instrument avec d'autres personnes dans un orchestre.
25278,"Three women in tracksuits, hunched over, cleaning a basketball court floor.","Trois femmes en survêtements, penchées en avant, nettoyant un parquet de basket."
25279,A man wearing red and yellow riding a red sport bike driving on a racetrack.,Un homme vêtu de rouge et jaune sur une moto de course rouge roulant sur un circuit.
25280,A man sits on a stool and reads a newspaper on a sidewalk.,Un homme est assis sur un tabouret et lit un journal sur un trottoir.
25281,A curly-haired dog tries to bite another dog wearing a green and orange collar.,Un chien frisé essaie de mordre un autre chien avec un collier vert et orange.
25282,A large group of people is standing in two ovals while listening to a band play in the background.,Un grand nombre de personnes sont debout dans deux ovales tout en écoutant un groupe jouer en arrière-plan.
25283,A woman in scuba gear laughs as she stands neck-deep in a swimming pool.,Une femme en tenue de plongée rit tandis qu'elle a de l'eau jusqu'au cou dans une piscine.
25284,People train in a studio with pads.,Des gens s'entraînent dans une salle avec des coussinets.
25285,A female singer on stage with a tambourine with two men playing guitar and drums.,"Une chanteuse sur scène avec un tambourin, avec deux hommes jouant de la guitare et de la batterie."
25286,Rodeo rider shows great style mid jump of his bucking horse,Un cavalier de rodéo fait preuve de beaucoup de style alors que son cheval est en l'air
25287,Two female tennis players shake hands over the net while an official and court attendant look on.,Deux joueuses de tennis se serrent la main par-dessus le filet tandis qu'un juge de ligne et un ramasseur de balles regardent.
25288,A cowboy is riding a wild horse but barely holding on at a rodeo.,"Lors d'un rodéo, un cowboy chevauche un cheval sauvage mais a du mal à tenir."
25289,A girl dressed in black jumps in the air while holding the string of a pink balloon.,Une fille vêtue de noir saute en l'air tout en tenant la ficelle d'un ballon rose.
25290,A little girl running through a crowd of people sitting.,Une petite fille courant parmi une foule de gens assis.
25291,A groom dressed in a black tuxedo dips and kisses his bride at the wedding reception held in a home.,Un marié vêtu d'un smoking noir penche et embrasse son épouse lors de la réception de mariage ayant lieu dans une maison.
25292,Several people are dancing in a crowded room.,Plusieurs personnes dansent dans une salle pleine de monde.
25293,Male in a blue shirt with id tag vacuuming a model of a building.,Un homme en chemise bleue avec un badge passant l'aspirateur sur la maquette d'un bâtiment.
25294,An oriental man in a white shirt selling food outside.,Un homme asiatique en chemise blanche vendant de la nourriture dehors.
25295,A man sits on top of a streetlight post with a picture of a thing in bones looking up to him in the focus.,Un homme est assis au sommet d'un lampadaire avec une affiche d'un squelette qui le regarde au premier plan.
25296,"A group of men, one with a bike, on a dock with tires and a rope.","Un groupe d'hommes, l'un avec un vélo, sur un quai avec des pneus et une corde."
25297,Two men are working in a field by a den as their dog is about to walk up on them.,Deux hommes travaillent sur un terrain près d'un repaire tandis que leur chien est sur le point de leur sauter dessus.
25298,A boy performs a stunt on a skateboard in a skate park.,Un garçon fait une cascade en skateboard dans un skate parc.
25299,A group of men is standing around a table and looking at a map.,Un groupe d'hommes sont debout autour d'une table et regardent une carte.
25300,Baby has fun brushing his teeth.,Un bébé s'amuse en se brossant les dents.
25301,"A pitcher in a blue shirt, on the mound, practices his grip before throwing the pitch.","Un lanceur en T-shirt bleu, sur le monticule, travaille sa prise avant de lancer la balle."
25302,The baseball player is about to run on a base.,Le joueur de baseball s'apprête à arriver sur une base.
25303,A baseball player swings at the pitch while the opposing team's catcher is ready for the ball.,Un joueur de baseball frappe la balle tandis que le receveur de l'équipe adverse est prêt à l'attraper.
25304,A man in a white baseball uniform picking up a baseball.,Un homme en tenue de baseball blanche ramassant une balle de base-ball.
25305,A base runner is being tagged out by the opposing team.,Un coureur est touché par l'équipe adverse.
25306,A man wearing baseball attire attempting to catch the baseball.,Un homme en tenue de baseball essayant d'attraper la balle.
25307,A baseball player in a red and white uniform looks on as his teammate trips while running to a base.,Un joueur de baseball en tenue rouge et blanche regarde tandis que son coéquipier trébuche en courant vers une base.
25308,Player 22 receives pitch from women near pitchers mount.,Le joueur numéro 22 reçoit la balle d'une femme près du monticule du lanceur.
25309,A man in a plaid coat sells colorful balloons from a cart as people walk by.,Un homme en veste à carreaux vend des ballons colorés sur une remorque tandis que des gens passent.
25310,A child peering out the window of a bus.,Un enfant regardant par la fenêtre d'un bus.
25311,A little boy in a green shirt is playing in water with a little girl in a pink shirt and purple skirt.,Un petit garçon en T-shirt vert joue dans l'eau avec une petite fille en T-shirt rose et jupe violette.
25312,"People walking and standing around a large fountain, two children standing in front of the fountain.","Des gens qui marchent et sont debout autour d'une grande fontaine, avec deux enfants debout devant la fontaine."
25313,"Three guys on stage, one of whom has a guitar and another a keyboard.","Trois gars sur scène, dont l'un a une guitare et un autre un clavier."
25314,Two boys playing in the sand.,Deux garçons jouant dans le sable.
25315,An elderly woman wearing an apron and black dress hangs clothes on the laundry line.,Une femme âgée vêtue d'une robe noire et d'un tablier accroche des vêtements au fil à linge.
25316,Young boy plays a game on the computer.,Un jeune garçon joue à un jeu sur l'ordinateur.
25317,A man in a yellow tank top drives a tractor with several passengers.,Un homme en débardeur jaune conduit un tracteur avec plusieurs passagers.
25318,"School children in uniforms sit on hill, while eating lunch.","Des écoliers en uniformes sont assis sur une colline, tandis qu'ils déjeunent."
25319,A pastry chef sprinkles ingredients on a pan of backed goods.,Un chef pâtissier saupoudre des ingrédients sur un plat de viennoiseries.
25320,"A few kids and adults, wearing aprons making cookies.",Quelques enfants et adultes avec des tabliers en train de faire des gâteaux.
25321,A man with a crazy hairdo and a long braided mustache sits on the sidewalk outside playing a stringed instrument.,"Un homme avec une coiffure délirante et une longue moustache tressée est assis sur le trottoir dehors, jouant d'un instrument à cordes."
25322,A woman and a girl are looking at a hovering ball together.,Une femme et une fille regardent une balle flottant ensemble.
25323,A little boy in a blue cap and blue shirt looks at a model while standing outside.,Un petit garçon en casquette et T-shirt bleus regarde une maquette tandis qu'il est debout dehors.
25324,Man cutting up his food to put on a plate.,Un homme coupant sa nourriture pour la mettre dans une assiette.
25325,A group of multi-ethnic young people sit in a circle on grass next to a hill.,Un groupe de jeunes de diverses origines sont assis en cercle dans l'herbe à côté d'une colline.
25326,A couple holding hands while walking down the beach.,Un couple se tenant la main tout en marchant sur la plage.
25327,A newlywed couple pose for formal pictures in front of a beautiful water fountain.,Un couple nouvellement marié pose pour les photos officielles devant une belle fontaine.
25328,A cheerleading team of young girls performs on an outdoor venue.,Une équipe de jeunes pom-pom girls se produisent dans un lieu extérieur.
25329,Six men wearing yellow suits and orange life vests are leaving a rocky shoreline on their boat.,Six hommes vêtus de combinaisons jaunes et de gilets de sauvetage oranges quittent un littoral rocheux sur leur bateau.
25330,A person sits in rocks in waterproof gear with their boots in the water.,Une personne est assise sur des pierres en tenue imperméable avec ses bottes dans l'eau.
25331,Three people are attempting feel the rush of free falling before they pull their parachutes.,"Trois personnes tentent de ressentir l'excitation de la chute libre, avant d'ouvrir leurs parachutes."
25332,A young boy is looking at a man painted in all gold.,Un jeune garçon regarde un homme peint intégralement en doré.
25333,Band of gentlemen sitting in a semi circle playing brass instruments at the park,Un groupe d'hommes assis en demi-cercle jouant avec des cuivres dans le parc
25334,"Men in American Revolutionary hats and costumes stand with American flags, backs to the camera.","Des hommes avec des chapeaux et des costumes de révolutionnaires américains sont debout avec des drapeaux américains, dos à l'objectif."
25335,A girl and a guy who looks like they are outside breakdancing.,Une fille et un gars ayant l'air de faire du breakdance dehors.
25336,A man carrying a blue oil drum is performing a show on the street.,Un homme portant un baril de pétrole bleu fait un spectacle dans la rue.
25337,"A man wears American flag shorts, shirt, and hat at an outdoor gathering.","Un homme porte un short, une chemise et un chapeau aux couleurs du drapeau américain lors d'un rassemblement en plein air."
25338,A man is about to hit the water.,Un homme s'apprête à toucher l'eau.
